exception_id,error_type,source_system,employee_id,grant_id,tranche,severity,root_cause,recommended_action
EXC0248,STALE_COUNTRY,PAYROLL,E00286,G000930,12,Medium,"Payroll employee country field is stale and does not reflect current tax jurisdiction, affecting withholding accuracy.",Update employee country information in payroll for G000930 and recalculate withholding based on current tax jurisdiction.
EXC0249,STALE_COUNTRY,PAYROLL,E00286,G000932,6,Medium,"Payroll country field is stale, potentially causing withholding calculations to use incorrect tax rates.",Verify and update employee country data in payroll for G000932 tranche 6 to ensure correct tax treatment.
EXC0250,STALE_COUNTRY,PAYROLL,E00286,G000932,7,Medium,Payroll country field is stale and may not reflect current tax jurisdiction for withholding calculation.,Update employee country information in payroll for G000932 tranche 7 and recalculate withholding if jurisdiction has changed.
EXC0251,MISSING_PAYROLL,PAYROLL,E00288,G000939,1,High,Vested shares released by broker but no corresponding tax withholding record in payroll system.,Verify broker release confirmation and create missing payroll tax withholding entry for 149 shares at $22.973 FMV for grant G000939.
EXC0252,WITHHOLDING_ROUNDING,BROKER,E00289,G000944,4,Low,Tax withholding amount differs from expected calculation due to rounding in cents.,Document rounding variance ($349.08 × withholding rate ≈ $157.09) and close exception if within acceptable tolerance.
EXC0253,DUPLICATE_RELEASE,BROKER,E00289,G000944,9,High,"Tranche 9 of grant G000944 released twice in broker system, creating duplicate share and tax liability records.",Identify and reverse the duplicate broker release record for grant G000944 tranche 9 to eliminate double-counting of 27 vested shares.
EXC0254,STALE_FMV_PAYROLL,PAYROLL,E00290,G000949,1,High,"Payroll taxable income ($4,266) computed from stale FMV that differs from current broker FMV ($22.973), creating incorrect withholding basis.",Recalculate payroll tax withholding using current broker FMV of $22.973 for 200 shares and reconcile with broker taxable income.
EXC0255,DUPLICATE_RELEASE,BROKER,E00294,G000959,5,High,"Tranche 5 of grant G000959 released twice in broker system, creating duplicate share and tax liability records.",Identify and reverse the duplicate broker release record for grant G000959 tranche 5 to eliminate double-counting of 110 vested shares.
EXC0256,MISSING_PAYROLL,PAYROLL,E00295,G000963,1,High,Vested shares released by broker but no corresponding tax withholding record in payroll system.,Create missing payroll tax withholding entry for 37 shares at $121.67 FMV for grant G000963 tranche 1.
EXC0257,MISSING_PAYROLL,PAYROLL,E00296,G000965,5,High,Terminated employee's vested shares released by broker but no payroll withholding record exists for tax compliance closure.,Create final payroll tax withholding entry for 25 shares at $131.88 FMV for terminated employee on grant G000965 tranche 5.
EXC0258,MISSING_PAYROLL,PAYROLL,E00298,G000970,7,High,Vested shares released by broker but no corresponding tax withholding record in payroll system.,Create missing payroll tax withholding entry for 68 shares at $134.25 FMV for grant G000970 tranche 7.
EXC0259,ID_FORMAT_MISMATCH,PAYROLL,00298,G000972,4,Medium,"Grant ID format in payroll system does not match broker system format, preventing automated reconciliation.",Standardize grant ID format for G000972 across payroll and broker systems to enable proper matching.
EXC0260,STALE_FMV_PAYROLL,PAYROLL,E00299,G000974,3,High,"Payroll taxable income computed from stale FMV that differs from current broker FMV, creating incorrect withholding basis.",Recalculate payroll tax withholding using current broker FMV of $87.837 for 98 shares and reconcile with broker taxable income.
EXC0261,ID_FORMAT_MISMATCH,PAYROLL,00299,G000975,7,Medium,"Grant ID format in payroll system does not match broker system format, preventing automated reconciliation.",Standardize grant ID format for G000975 across payroll and broker systems to enable proper matching.
EXC0262,DUPLICATE_RELEASE,BROKER,E00299,G000975,8,High,"Tranche 8 of grant G000975 released twice in broker system, creating duplicate share and tax liability records.",Identify and reverse the duplicate broker release record for grant G000975 tranche 8 to eliminate double-counting of 28 vested shares.
EXC0263,STALE_FMV_PAYROLL,PAYROLL,E00300,G000980,3,High,"Payroll taxable income computed from stale FMV that differs from current broker FMV, creating incorrect withholding basis.",Recalculate payroll tax withholding using current broker FMV of $212.17 for 15 shares and reconcile with broker taxable income.
EXC0264,DUPLICATE_RELEASE,BROKER,E00301,G000981,4,High,"Tranche 4 of grant G000981 released twice in broker system, creating duplicate share and tax liability records.",Identify and reverse the duplicate broker release record for grant G000981 tranche 4 to eliminate double-counting of 31 vested shares.
EXC0265,ID_FORMAT_MISMATCH,PAYROLL,00304,G000993,3,Medium,"Grant ID format in payroll system does not match broker system format, preventing automated reconciliation.",Standardize grant ID format for G000993 across payroll and broker systems to enable proper matching.
EXC0266,WITHHOLDING_ROUNDING,BROKER,E00306,G000998,14,Low,Tax withholding amount differs from expected calculation due to rounding in cents on large share count.,"Document rounding variance ($75,010.50 × withholding rate ≈ $35,254.93) and close exception if within acceptable tolerance."
EXC0267,DUPLICATE_RELEASE,BROKER,E00308,G001006,5,High,"Tranche 5 of grant G001006 released twice in broker system, creating duplicate share and tax liability records.",Identify and reverse the duplicate broker release record for grant G001006 tranche 5 to eliminate double-counting of 29 vested shares.
EXC0268,POST_TERM_RELEASE,BROKER,E00311,G001015,11,High,"Shares released by broker for terminated employee after termination date, indicating post-termination release outside eligible vesting window.","Verify termination date and vesting schedule; if release was improper, reverse broker transaction and adjust payroll withholding accordingly."
EXC0269,MISSING_PAYROLL,PAYROLL,E00311,G001017,1,High,Terminated employee's vested shares released by broker but no payroll withholding record exists for tax compliance closure.,Create final payroll tax withholding entry for 19 shares at $121.67 FMV for terminated employee on grant G001017 tranche 1.
EXC0270,POST_TERM_RELEASE,BROKER,E00311,G001017,3,High,"Shares released by broker for terminated employee after termination date, indicating post-termination release outside eligible vesting window.","Verify termination date and vesting schedule; if release was improper, reverse broker transaction and adjust payroll withholding accordingly."
EXC0271,STALE_FMV_PAYROLL,PAYROLL,E00312,G001018,6,High,"Payroll taxable income computed from stale FMV that differs from current broker FMV, creating incorrect withholding basis for terminated employee.",Recalculate payroll tax withholding using current broker FMV of $176.29 for 77 shares and reconcile with broker taxable income.
EXC0272,STALE_COUNTRY,PAYROLL,E00312,G001018,7,Medium,"Payroll tax withholding jurisdiction or rate appears inconsistent with employee country record, affecting calculation accuracy.",Verify employee country record for grant G001018 tranche 7 and recompute withholding using correct tax jurisdiction.
EXC0273,POST_TERM_RELEASE,BROKER,E00312,G001018,9,High,"Shares released by broker for terminated employee after termination date, indicating post-termination release outside eligible vesting window.","Verify termination date and vesting schedule; if release was improper, reverse broker transaction and adjust payroll withholding accordingly."
EXC0274,STALE_FMV_PAYROLL,PAYROLL,E00312,G001019,2,High,"Payroll taxable income computed from stale FMV that differs from current broker FMV, creating incorrect withholding basis for terminated employee.",Recalculate payroll tax withholding using current broker FMV of $141.97 for 38 shares and reconcile with broker taxable income.
EXC0275,ID_FORMAT_MISMATCH,PAYROLL,00312,G001019,3,Medium,"Grant ID format in payroll system does not match broker system format, preventing automated reconciliation.",Standardize grant ID format for G001019 across payroll and broker systems to enable proper matching.
EXC0276,STALE_COUNTRY,PAYROLL,E00312,G001019,5,High,Terminated employee with stale country data in payroll may have incorrect tax withholding applied due to missing or outdated tax jurisdiction information.,Verify the employee's final tax jurisdiction and recalculate withholding; confirm termination date aligns with vesting release on broker.
EXC0277,STALE_FMV_PAYROLL,PAYROLL,E00312,G001019,6,High,"Payroll is using stale FMV while broker shows current FMV, creating a taxable income mismatch for a terminated employee that may result in incorrect withholding.",Reconcile FMV values and recalculate tax withholding using the correct broker FMV of 212.45; verify payroll has processed the termination vesting correctly.
EXC0278,STALE_COUNTRY,PAYROLL,E00312,G001020,1,High,Terminated employee with stale country data in payroll may result in incorrect tax treatment and withholding calculation.,Confirm the employee's final tax jurisdiction at termination and recalculate withholding accordingly.
EXC0279,POST_TERM_RELEASE,BROKER,E00312,G001020,3,High,"Broker released shares post-termination but payroll may not have captured this as a final vesting event, risking incomplete tax processing.",Verify that payroll has recorded the post-termination release as a final vesting event and confirm all tax withholding has been applied correctly.
EXC0280,POST_TERM_RELEASE,BROKER,E00313,G001021,10,High,"Broker released shares after employee termination but payroll records may not reflect this final vesting, creating potential tax and compliance gaps.",Ensure payroll system captures this post-termination vesting release and verify final tax withholding matches the broker vesting amount and FMV.
EXC0281,STALE_FMV_PAYROLL,PAYROLL,E00314,G001024,1,High,"Payroll is using stale FMV for an active employee, causing taxable income and withholding calculations to be based on outdated share price.",Update payroll FMV to match broker's current FMV of 13.1912 and recalculate and correct the tax withholding amount.
EXC0282,STALE_FMV_PAYROLL,PAYROLL,E00314,G001027,9,High,"Payroll is using stale FMV for an active employee's vesting, causing incorrect taxable income and withholding calculations.",Sync payroll FMV with broker's current value and recalculate tax withholding to ensure correct compensation processing.
EXC0283,POST_TERM_RELEASE,BROKER,E00316,G001034,2,High,"Broker released shares post-termination but payroll records may not have captured this as a final vesting event, creating tax processing risk.",Verify payroll has recorded the post-termination release as final vesting and confirm all required tax withholding has been processed and remitted.
EXC0284,DUPLICATE_RELEASE,BROKER,E00317,G001036,5,High,"Duplicate release detected on broker for an active employee, creating risk of double-counting vested shares and double-withholding taxes.",Identify and remove the duplicate release record in broker; recalculate cumulative vested shares and adjust payroll withholding if overcollected.
EXC0285,STALE_FMV_PAYROLL,PAYROLL,E00319,G001043,1,High,"Payroll is using stale FMV for an active employee, causing taxable income and withholding to be based on outdated share pricing.",Update payroll to use current broker FMV of 121.67 and recalculate tax withholding to reflect the correct compensation value.
EXC0286,DUPLICATE_RELEASE,BROKER,E00319,G001044,3,High,Duplicate release recorded on broker for an active employee creates risk of double-counting shares and over-withholding taxes.,Identify and deactivate the duplicate release in broker; recalculate net vested shares and true-up payroll withholding if taxes were overcollected.
EXC0287,WITHHOLDING_ROUNDING,BROKER,E00320,G001045,6,Medium,"Minor rounding difference in withholding calculation for terminated employee, likely due to different rounding methods between broker and payroll systems.",Document the rounding variance and confirm it is within acceptable tolerance; verify final withholding aligns with payroll policy.
EXC0288,POST_TERM_RELEASE,BROKER,E00320,G001047,11,High,"Broker released shares post-termination for large vesting amount but payroll may not have processed this as a final vesting event, risking incomplete tax treatment.",Ensure payroll records this post-termination release with correct FMV and taxable income; verify all withholding has been collected and remitted.
EXC0289,MISSING_PAYROLL,PAYROLL,E00323,G001055,6,High,"Payroll record is completely missing taxable income and withholding amounts for this active employee's vesting, creating compliance and audit risk.",Populate missing payroll taxable income and withholding data using broker FMV of 212.45 and 23 vested shares; recalculate and process any adjustments.
EXC0290,ID_FORMAT_MISMATCH,PAYROLL,00326,G001059,14,Medium,Grant ID format mismatch between systems is a data-quality issue that prevents proper reconciliation despite having valid vesting and withholding amounts.,Standardize the grant ID format across HRIS and payroll to match broker's format; verify the underlying vesting and tax data are correct.
EXC0291,ID_FORMAT_MISMATCH,PAYROLL,00328,G001066,8,Medium,Grant ID format inconsistency between payroll and broker systems prevents proper matching despite having complete vesting and withholding data.,Correct the grant ID format in payroll to align with broker standard; confirm all underlying vesting and tax amounts are accurate.
EXC0292,WITHHOLDING_ROUNDING,BROKER,E00328,G001067,4,Low,"Minor rounding difference in withholding calculation for active employee, likely from different rounding methodologies between broker and payroll.",Verify the rounding variance is immaterial and within acceptable tolerance; no adjustment needed unless it exceeds policy thresholds.
EXC0293,ID_FORMAT_MISMATCH,PAYROLL,00329,G001072,11,Medium,Grant ID format mismatch in payroll prevents proper system matching despite having complete vesting and withholding transaction data.,Standardize grant ID format in payroll to match broker's convention; validate that underlying vesting amounts and tax calculations are correct.
EXC0294,STALE_FMV_PAYROLL,PAYROLL,E00331,G001078,7,High,"Payroll is using stale FMV for an active employee, causing taxable income and withholding to be calculated on outdated share price.",Update payroll FMV to broker's current value of 212.17 and recalculate tax withholding to ensure correct gross-up and net-settlement.
EXC0295,STALE_FMV_PAYROLL,PAYROLL,E00333,G001086,7,High,"Payroll is using stale FMV for a terminated employee's final vesting, causing potential understatement of taxable income and withholding.",Recalculate using broker FMV of 119.1 and verify that final tax withholding is correct for this terminated employee's vesting event.
EXC0296,POST_TERM_RELEASE,BROKER,E00333,G001088,3,High,"Broker released shares post-termination for terminated employee but payroll may not have captured this as a final vesting event, creating tax compliance risk.",Confirm payroll has recorded the post-termination vesting release and verify final withholding is complete and correct.
EXC0297,ID_FORMAT_MISMATCH,PAYROLL,00334,G001089,5,Medium,Grant ID format mismatch in payroll system prevents proper reconciliation although vesting and withholding data appear present.,Correct grant ID format in payroll to align with broker; validate that the vesting shares and tax withholding amounts are accurate.
EXC0298,DUPLICATE_RELEASE,BROKER,E00334,G001090,8,High,"Duplicate release detected on broker for terminated employee, creating risk of double-counting final vesting shares and over-withholding taxes.",Identify and remove the duplicate release in broker; recalculate the employee's final vesting and adjust payroll withholding if overcollected.
EXC0299,POST_TERM_RELEASE,BROKER,E00334,G001091,12,High,"Broker released shares post-termination with large vesting amount but payroll may not have processed this as a final vesting event, risking incomplete tax treatment.",Verify payroll has recorded this post-termination vesting release with correct FMV and verify all final withholding has been applied and remitted.
EXC0300,ID_FORMAT_MISMATCH,PAYROLL,00335,G001095,9,Medium,Grant ID format mismatch between payroll and broker prevents proper system reconciliation despite having complete vesting and tax data.,Standardize grant ID format in payroll to match broker; confirm that vesting shares and withholding amounts are accurately recorded.
EXC0301,STALE_FMV_PAYROLL,PAYROLL,E00339,G001112,2,High,"Payroll is using a stale FMV that differs from the broker's current FMV, causing incorrect taxable income calculation and tax withholding amount.","Verify the vesting date and obtain the correct FMV from the broker for tranche 2 of G001112, then recalculate and correct payroll tax withholding."
EXC0302,ID_FORMAT_MISMATCH,PAYROLL,00352,G001146,2,Medium,Grant ID format in payroll does not match the standard format used in HRIS and broker systems.,Standardize the grant ID format in payroll to match G001146 and verify the record links correctly across all three systems.
EXC0303,DUPLICATE_RELEASE,BROKER,E00352,G001147,3,High,"Broker has released the same tranche twice, creating a duplicate vesting event and potential overpayment of shares.","Contact broker to identify which release is the duplicate, reverse the incorrect release, and reconcile share count and tax withholding with payroll."
EXC0304,POST_TERM_RELEASE,BROKER,E00354,G001153,4,High,"Broker released shares for a terminated employee after termination date, violating RSU forfeiture rules and creating potential tax and compliance issues.","Immediately verify termination date against vesting date; if release is invalid, reverse it and recover the shares from the employee's account."
EXC0305,POST_TERM_RELEASE,BROKER,E00358,G001166,6,High,"Broker released a large number of shares for a terminated employee post-termination, indicating possible forfeiture violation and tax leakage.","Verify termination date is before vesting date; if release is invalid, reverse it immediately and reconcile tax withholding to prevent compliance violations."
EXC0306,WITHHOLDING_ROUNDING,BROKER,E00359,G001168,2,Low,Payroll tax withholding amount differs from broker calculation due to rounding of fractional cents in withholding formula.,"Compare the withholding calculation methods; if difference is under $2, document as acceptable rounding variance and move forward."
EXC0307,DUPLICATE_RELEASE,BROKER,E00360,G001170,3,High,"Broker has released the same tranche twice for a terminated employee, creating duplicate vesting and potential forfeiture leakage.",Identify and reverse the duplicate release on G001170 tranche 3; verify that only the valid release was processed and tax withheld correctly.
EXC0308,POST_TERM_RELEASE,BROKER,E00360,G001170,10,High,"Broker released shares on a much later tranche (10 vs 3) for a terminated employee, indicating possible post-termination vesting violation.","Verify the employee's termination date against tranche 10 vesting date; if invalid, reverse the release and investigate why this tranche was released."
EXC0309,STALE_FMV_PAYROLL,PAYROLL,E00361,G001174,8,High,"Payroll is using a stale FMV significantly different from broker's current FMV, causing substantial understatement of taxable income and tax withholding.","Obtain correct FMV from broker for G001174 tranche 8 vesting date, recalculate taxable income and tax withholding, and issue corrected payroll records."
EXC0310,POST_TERM_RELEASE,BROKER,E00362,G001178,2,High,"Broker released shares after the employee's termination date, violating RSU vest-on-termination rules and creating forfeiture leakage.","Confirm termination date of employee; if prior to vesting date, reverse the release immediately and recover shares."
EXC0311,POST_TERM_RELEASE,BROKER,E00365,G001184,11,High,"Broker released shares on a late tranche for a terminated employee, indicating post-termination vesting that should have been forfeited.","Verify termination date is before G001184 tranche 11 vesting date; if so, reverse the release and reconcile payroll records."
EXC0312,POST_TERM_RELEASE,BROKER,E00365,G001186,5,High,"Broker released shares for a terminated employee, creating potential forfeiture violation depending on termination vs. vesting date timing.","Verify termination date against tranche 5 vesting date; if terminated before vesting, reverse the release and investigate."
EXC0313,DUPLICATE_RELEASE,BROKER,E00367,G001190,2,High,"Broker released the same tranche twice for an active employee, resulting in duplicate shares and incorrect taxable income.","Reverse the duplicate release on G001190 tranche 2, confirm the employee received only one share allotment, and recalculate tax withholding."
EXC0314,ID_FORMAT_MISMATCH,PAYROLL,00367,G001190,4,Medium,Grant ID format in payroll does not match the standard format used in HRIS and broker systems.,Standardize grant ID format in payroll to match G001190 and verify the record reconciles across all systems for both tranches.
EXC0315,MISSING_PAYROLL,PAYROLL,E00368,G001194,4,High,"Broker reports vested shares but payroll has no corresponding taxable income or tax withholding record, creating a compliance gap.","Contact payroll immediately to locate or create the missing payroll transaction for G001194 tranche 4; if missing, calculate and process back tax withholding."
EXC0316,WITHHOLDING_ROUNDING,BROKER,E00369,G001199,2,Low,Payroll tax withholding amount differs from broker calculation due to rounding of fractional cents in the withholding formula.,"Verify both calculations are mathematically correct; if difference is under $2, document as acceptable rounding and proceed."
EXC0317,WITHHOLDING_ROUNDING,BROKER,E00369,G001199,10,Low,Payroll tax withholding differs from broker calculation due to rounding of fractional cents in withholding formula application.,"Compare both withholding calculation methods to confirm rounding is the only difference; if acceptable variance, document and move forward."
EXC0318,STALE_FMV_PAYROLL,PAYROLL,E00369,G001200,10,High,"Payroll is using a stale FMV substantially lower than broker's current FMV, causing significant understatement of taxable income and underpayment of taxes.","Obtain the correct FMV from broker for G001200 tranche 10, recalculate taxable income, and issue corrected payroll and tax withholding."
EXC0319,POST_TERM_RELEASE,BROKER,E00370,G001204,5,High,"Broker released shares after employee termination date, creating forfeiture violation and potential tax compliance issue.","Verify termination date is before G001204 tranche 5 vesting; if so, reverse the release immediately and reconcile payroll."
EXC0320,DUPLICATE_RELEASE,BROKER,E00371,G001205,4,High,"Broker released the same tranche twice for a terminated employee, creating duplicate shares and forfeiture/leakage risk.","Reverse the duplicate release on G001205 tranche 4, verify the employee's share balance is correct, and reconcile tax withholding."
EXC0321,POST_TERM_RELEASE,BROKER,E00371,G001205,5,High,"Broker released shares on tranche 5 for a terminated employee, indicating possible post-termination vesting that violates forfeiture rules.","Verify termination date is before tranche 5 vesting date; if so, reverse this release and reconcile both releases for G001205."
EXC0322,WITHHOLDING_ROUNDING,BROKER,E00374,G001209,3,Low,Payroll tax withholding differs from broker calculation due to rounding of fractional cents in the withholding formula.,"Verify both calculations are correct; if the difference is under $2, document as acceptable rounding variance and proceed."
EXC0323,WITHHOLDING_ROUNDING,BROKER,E00374,G001209,13,Low,Payroll tax withholding amount differs from broker calculation due to rounding of fractional cents in withholding formula application.,"Compare both calculations to confirm rounding is the only discrepancy; if acceptable variance, document and move forward."
EXC0324,MISSING_PAYROLL,PAYROLL,E00374,G001210,9,High,"Broker reports vested shares but payroll has no corresponding taxable income or tax withholding record, creating a compliance and audit gap.","Locate or create the missing payroll record for G001210 tranche 9; if not found, calculate back taxes and process immediately."
EXC0325,POST_TERM_RELEASE,BROKER,E00376,G001214,4,High,"Broker released a large number of shares for a terminated employee, indicating possible post-termination vesting that violates forfeiture rules.","Verify termination date is before G001214 tranche 4 vesting; if terminated before vesting, reverse the release and investigate payroll for duplicate tax withholding."
EXC0326,MISSING_PAYROLL,PAYROLL,E00380,G001228,2,High,"Terminated employee with vested shares missing from payroll feed, creating risk of forfeited-share leakage and incomplete tax reporting.","Verify with Payroll whether vested shares for terminated employee G001228 tranche 2 were processed; if missed, add retroactive payroll entry to capture tax withholding on 240 shares at $119.10 FMV."
EXC0327,POST_TERM_RELEASE,BROKER,E00382,G001236,9,High,"Broker released shares post-termination (50 vested shares at $180.25) with payroll tax recorded, but release timing may violate post-termination payout policy.","Confirm with Broker and HR that post-termination release of G001236 tranche 9 complies with termination agreement and that tax withholding of $4,235.88 is correctly calculated."
EXC0328,POST_TERM_RELEASE,BROKER,E00382,G001237,5,High,"Broker released shares post-termination (19 vested shares at $180.25) with payroll tax recorded, creating potential compliance gap on post-termination payout timing.","Verify with Broker and HR that post-termination release of G001237 tranche 5 adheres to termination policy and that tax withholding of $1,609.63 is accurately applied."
EXC0329,STALE_FMV_PAYROLL,PAYROLL,E00386,G001249,3,Medium,Payroll is using stale FMV for tax calculation; broker shows current FMV of $212.45 but payroll taxable income suggests an outdated price was used.,"Reconcile payroll's FMV assumption for G001249 tranche 3; if stale, recalculate tax withholding using current broker FMV of $212.45 and adjust payroll record."
EXC0330,MISSING_PAYROLL,PAYROLL,E00387,G001252,2,High,"Active employee with 19 vested shares missing entirely from payroll, preventing tax withholding and creating payroll compliance risk.","Add G001252 tranche 2 to payroll with taxable income of 19 × $131.88 = $2,505.72 and calculate appropriate tax withholding immediately."
EXC0331,DUPLICATE_RELEASE,BROKER,E00387,G001253,7,High,"Broker shows duplicate release of 20 shares (G001253 tranche 7) with payroll already processing tax withholding, risking double-counting of income.","Investigate Broker feed for duplicate release of G001253 tranche 7; if confirmed, cancel one release and reconcile payroll to ensure only one tax entry of $848.68."
EXC0332,ID_FORMAT_MISMATCH,PAYROLL,00388,G001257,5,Low,"Grant ID format in payroll feed does not match broker/HRIS standard format, causing matching failure despite data being otherwise valid.","Reformat G001257 grant ID in payroll system to match broker standard; once aligned, validate that 13 shares × $87.837 FMV taxable income of $1,141.88 is correct."
EXC0333,ID_FORMAT_MISMATCH,PAYROLL,00393,G001268,9,Low,"Grant ID format in payroll feed does not match broker/HRIS standard format, preventing data reconciliation.","Standardize grant ID format for G001268 in payroll; once corrected, verify 53 shares × $43.90 FMV yields taxable income of $2,326.70."
EXC0334,MISSING_PAYROLL,PAYROLL,E00395,G001276,3,High,"Active employee with 48 vested shares missing from payroll feed, creating tax withholding and compliance exposure.","Add G001276 tranche 3 to payroll with calculated taxable income of 48 × $212.17 = $10,184.16 and apply appropriate tax withholding."
EXC0335,ID_FORMAT_MISMATCH,PAYROLL,00396,G001278,13,Low,"Grant ID format in payroll feed does not match broker/HRIS standard format, blocking system reconciliation.","Align grant ID format for G001278 in payroll to broker standard; then confirm 11 shares × $180.25 FMV taxable income of $1,982.75 is accurate."
EXC0336,DUPLICATE_RELEASE,BROKER,E00398,G001284,1,High,"Broker shows duplicate release of 358 shares with large tax withholding of $20,039.77 already in payroll, risking material income overstatement.","Investigate Broker feed for duplicate release of G001284 tranche 1; if confirmed, cancel duplicate and verify single payroll tax entry of $20,039.77 is retained."
EXC0337,DUPLICATE_RELEASE,BROKER,E00403,G001301,8,High,"Broker reports duplicate release of 31 shares with payroll tax already recorded, creating duplicate income and withholding risk.","Verify G001301 tranche 8 release with Broker; if duplicate confirmed, cancel one and retain single payroll tax entry of $1,093.00."
EXC0338,DUPLICATE_RELEASE,BROKER,E00404,G001305,5,High,"Broker shows duplicate release of 79 shares with payroll tax of $3,261.39 recorded, risking material double-counting of taxable income.","Confirm duplicate release of G001305 tranche 5 with Broker; if verified, cancel one release and ensure only one payroll tax withholding entry of $3,261.39 exists."
EXC0339,STALE_FMV_PAYROLL,PAYROLL,E00407,G001318,7,Medium,Payroll is using stale FMV for G001318 tranche 7; broker shows current FMV of $24.228 but payroll calculation appears to use outdated price.,Update payroll FMV for G001318 tranche 7 to broker current rate of $24.228 for 90 shares; recalculate tax withholding and adjust if needed.
EXC0340,DUPLICATE_RELEASE,BROKER,E00407,G001319,15,High,"Broker reports duplicate release of 43 shares with payroll tax of $3,592.33 already recorded, risking double-counted income.","Verify duplicate release of G001319 tranche 15 with Broker; if confirmed, cancel one and retain single payroll tax entry of $3,592.33."
EXC0341,WITHHOLDING_ROUNDING,BROKER,E00408,G001326,15,Low,"Withholding amount shows minor rounding variance; calculated tax on $7,638.12 taxable income differs slightly from $3,589.92 recorded.","Review tax calculation for G001326 tranche 15 to confirm rounding variance is within acceptable tolerance; if variance exceeds $0.50, adjust payroll withholding."
EXC0342,STALE_COUNTRY,PAYROLL,E00408,G001328,7,Medium,"Payroll country/tax jurisdiction code is stale for G001328, potentially applying incorrect tax rates or withholding rules.","Verify employee's current country assignment for G001328 tranche 7 in HRIS; update payroll if employee relocated, and recalculate withholding on $9,123.31 with correct jurisdiction rules."
EXC0343,MISSING_PAYROLL,PAYROLL,E00411,G001336,2,High,"Active employee with 80 vested shares missing from payroll, preventing tax calculation and creating compliance risk.","Add G001336 tranche 2 to payroll with calculated taxable income of 80 × $141.97 = $11,357.60 and apply appropriate tax withholding."
EXC0344,STALE_FMV_PAYROLL,PAYROLL,E00415,G001349,5,Medium,Payroll is using stale FMV for G001349 tranche 5; broker shows current FMV of $176.29 but payroll taxable income suggests outdated pricing.,"Reconcile payroll FMV for G001349 tranche 5 with broker current rate of $176.29 for 99 shares; if stale, recalculate tax withholding and adjust payroll."
EXC0345,STALE_FMV_PAYROLL,PAYROLL,E00416,G001352,3,Medium,Payroll is using stale FMV for G001352 tranche 3; broker shows current FMV of $12.929 but payroll calculation appears outdated.,Update payroll FMV to broker current rate of $12.929 for G001352 tranche 3 (15 shares); recalculate tax withholding on updated taxable income and adjust if needed.
EXC0346,MISSING_PAYROLL,PAYROLL,E00416,G001354,10,High,"Active employee with 15 vested shares in tranche 10 missing from payroll, creating tax withholding gap.","Add G001354 tranche 10 to payroll with taxable income of 15 × $212.45 = $3,186.75 and calculate appropriate tax withholding."
EXC0347,MISSING_PAYROLL,PAYROLL,E00416,G001354,11,High,"Active employee with 15 vested shares in tranche 11 missing from payroll, creating tax withholding gap.","Add G001354 tranche 11 to payroll with taxable income of 15 × $212.17 = $3,182.55 and calculate appropriate tax withholding."
EXC0348,WITHHOLDING_ROUNDING,BROKER,E00426,G001379,4,Low,"Terminated employee withholding shows minor rounding variance; calculated tax on $10,242.60 differs slightly from $4,814.02 recorded.","Review tax calculation for terminated employee G001379 tranche 4 to confirm rounding is within tolerance; if variance exceeds $0.50, adjust final payroll entry."
EXC0349,POST_TERM_RELEASE,BROKER,E00426,G001380,2,High,"Broker released shares post-termination (25 vested shares at $141.97) with payroll tax recorded, but post-term payout timing may violate policy.","Confirm with Broker and HR that post-termination release of G001380 tranche 2 complies with termination agreement and that tax withholding of $1,668.15 is correct."
EXC0350,STALE_FMV_PAYROLL,PAYROLL,E00427,G001383,6,Medium,Payroll is using stale FMV for G001383 tranche 6; broker shows current FMV of $141.97 but payroll calculation may reflect outdated price.,"Verify payroll FMV for G001383 tranche 6 against broker current rate of $141.97 for 20 shares; if stale, recalculate taxable income and adjust withholding."
EXC0351,STALE_FMV_PAYROLL,PAYROLL,E00430,G001389,1,High,"Payroll is using stale FMV that does not match broker FMV, creating potential tax withholding discrepancy on 155 vested shares.",Obtain the correct FMV from broker for grant G001389 tranche 1 and recalculate payroll tax withholding to match broker valuation.
EXC0352,DUPLICATE_RELEASE,BROKER,E00432,G001397,4,High,"Broker shows duplicate release event for same grant and tranche, risking double taxation or share leakage.",Query broker system to identify and remove the duplicate release record for grant G001397 tranche 4.
EXC0353,ID_FORMAT_MISMATCH,PAYROLL,00436,G001405,1,Medium,"Grant ID format differs between payroll and other systems, preventing proper reconciliation matching.","Standardize grant ID format for G001405 across payroll, HRIS, and broker systems."
EXC0354,MISSING_PAYROLL,PAYROLL,E00437,G001408,5,High,"Payroll record is missing for 155 vested shares, preventing proper tax withholding calculation and compliance tracking.",Create payroll record for grant G001408 tranche 5 with broker FMV of 87.837 and process appropriate tax withholding.
EXC0355,MISSING_PAYROLL,PAYROLL,E00438,G001415,1,High,"Payroll record is missing for 93 vested shares, preventing tax withholding and income reporting.",Create payroll record for grant G001415 tranche 1 with broker FMV of 121.67 and process appropriate tax withholding.
EXC0356,MISSING_PAYROLL,PAYROLL,E00441,G001424,8,High,"Payroll record is missing for 13 vested shares in a later tranche, creating compliance gap.",Create payroll record for grant G001424 tranche 8 with broker FMV of 176.29 and process appropriate tax withholding.
EXC0357,DUPLICATE_RELEASE,BROKER,E00441,G001425,5,High,"Broker shows duplicate release event for same grant and tranche, risking double taxation or share leakage.",Query broker system to identify and remove the duplicate release record for grant G001425 tranche 5.
