employee_id,offering_start,purchase_date,salary,contribution_pct,contribution,offering_start_fmv,purchase_date_fmv,lookback_fmv,purchase_price,shares_purchased,purchase_cost,market_value_at_purchase,discount_value,cash_refunded,irs_limit_capped
E00264,2024-01-01,2024-12-31,164000.0,0.15,12300.0,49.522,134.29,49.522,42.0937,212,8923.86,28469.48,19545.62,3376.14,True
E00268,2024-01-01,2024-12-31,136000.0,0.05,3400.0,49.522,134.29,49.522,42.0937,80,3367.5,10743.2,7375.7,32.5,False
E00271,2024-01-01,2024-12-31,87000.0,0.15,6525.0,49.522,134.29,49.522,42.0937,155,6524.52,20814.95,14290.43,0.48,False
E00272,2024-01-01,2024-12-31,99000.0,0.1,4950.0,49.522,134.29,49.522,42.0937,117,4924.96,15711.93,10786.97,25.04,False
E00274,2024-01-01,2024-12-31,225000.0,0.05,5625.0,49.522,134.29,49.522,42.0937,133,5598.46,17860.57,12262.11,26.54,False
E00278,2024-01-01,2024-12-31,114000.0,0.1,5700.0,49.522,134.29,49.522,42.0937,135,5682.65,18129.15,12446.5,17.35,False
E00281,2024-01-01,2024-12-31,138000.0,0.05,3450.0,49.522,134.29,49.522,42.0937,81,3409.59,10877.49,7467.9,40.41,False
E00284,2024-01-01,2024-12-31,185000.0,0.1,9250.0,49.522,134.29,49.522,42.0937,219,9218.52,29409.51,20190.99,31.48,False
E00285,2024-01-01,2024-12-31,153000.0,0.05,3825.0,49.522,134.29,49.522,42.0937,90,3788.43,12086.1,8297.67,36.57,False
E00287,2024-01-01,2024-12-31,134000.0,0.15,10050.0,49.522,134.29,49.522,42.0937,238,10018.3,31961.02,21942.72,31.7,False
E00288,2024-01-01,2024-12-31,302000.0,0.05,7550.0,49.522,134.29,49.522,42.0937,179,7534.77,24037.91,16503.14,15.23,False
E00296,2024-01-01,2024-12-31,97000.0,0.05,2425.0,49.522,134.29,49.522,42.0937,57,2399.34,7654.53,5255.19,25.66,False
E00298,2024-01-01,2024-12-31,124000.0,0.1,6200.0,49.522,134.29,49.522,42.0937,147,6187.77,19740.63,13552.86,12.23,False
E00299,2024-01-01,2024-12-31,142000.0,0.05,3550.0,49.522,134.29,49.522,42.0937,84,3535.87,11280.36,7744.49,14.13,False
E00301,2024-01-01,2024-12-31,117000.0,0.1,5850.0,49.522,134.29,49.522,42.0937,138,5808.93,18532.02,12723.09,41.07,False
E00308,2024-01-01,2024-12-31,205000.0,0.05,5125.0,49.522,134.29,49.522,42.0937,121,5093.34,16249.09,11155.75,31.66,False
E00309,2024-01-01,2024-12-31,139000.0,0.05,3475.0,49.522,134.29,49.522,42.0937,82,3451.68,11011.78,7560.1,23.32,False
E00320,2024-01-01,2024-12-31,260000.0,0.05,6500.0,49.522,134.29,49.522,42.0937,154,6482.43,20680.66,14198.23,17.57,False
E00323,2024-01-01,2024-12-31,150000.0,0.1,7500.0,49.522,134.29,49.522,42.0937,178,7492.68,23903.62,16410.94,7.32,False
E00326,2024-01-01,2024-12-31,191000.0,0.15,14325.0,49.522,134.29,49.522,42.0937,164,6903.37,22023.56,15120.19,7421.63,True
E00329,2024-01-01,2024-12-31,152000.0,0.05,3800.0,49.522,134.29,49.522,42.0937,90,3788.43,12086.1,8297.67,11.57,False
E00331,2024-01-01,2024-12-31,114000.0,0.05,2850.0,49.522,134.29,49.522,42.0937,67,2820.28,8997.43,6177.15,29.72,False
E00335,2024-01-01,2024-12-31,176000.0,0.1,8800.0,49.522,134.29,49.522,42.0937,209,8797.58,28066.61,19269.03,2.42,False
E00336,2024-01-01,2024-12-31,199000.0,0.15,14925.0,49.522,134.29,49.522,42.0937,150,6314.05,20143.5,13829.45,8610.95,True
E00338,2024-01-01,2024-12-31,311000.0,0.15,23325.0,49.522,134.29,49.522,42.0937,0,0.0,0.0,0.0,23325.0,True
E00339,2024-01-01,2024-12-31,149000.0,0.15,11175.0,49.522,134.29,49.522,42.0937,239,10060.39,32095.31,22034.92,1114.61,True
E00347,2024-01-01,2024-12-31,121000.0,0.05,3025.0,49.522,134.29,49.522,42.0937,71,2988.65,9534.59,6545.94,36.35,False
E00352,2024-01-01,2024-12-31,194000.0,0.1,9700.0,49.522,134.29,49.522,42.0937,230,9681.55,30886.7,21205.15,18.45,False
E00353,2024-01-01,2024-12-31,89000.0,0.05,2225.0,49.522,134.29,49.522,42.0937,52,2188.87,6983.08,4794.21,36.13,False
E00361,2024-01-01,2024-12-31,172000.0,0.15,12900.0,49.522,134.29,49.522,42.0937,198,8334.55,26589.42,18254.87,4565.45,True
E00365,2024-01-01,2024-12-31,94000.0,0.1,4700.0,49.522,134.29,49.522,42.0937,111,4672.4,14906.19,10233.79,27.6,False
E00367,2024-01-01,2024-12-31,119000.0,0.1,5950.0,49.522,134.29,49.522,42.0937,141,5935.21,18934.89,12999.68,14.79,False
E00368,2024-01-01,2024-12-31,159000.0,0.05,3975.0,49.522,134.29,49.522,42.0937,94,3956.81,12623.26,8666.45,18.19,False
E00369,2024-01-01,2024-12-31,236000.0,0.15,17700.0,49.522,134.29,49.522,42.0937,84,3535.87,11280.36,7744.49,14164.13,True
E00370,2024-01-01,2024-12-31,144000.0,0.15,10800.0,49.522,134.29,49.522,42.0937,248,10439.24,33303.92,22864.68,360.76,True
E00374,2024-01-01,2024-12-31,194000.0,0.1,9700.0,49.522,134.29,49.522,42.0937,230,9681.55,30886.7,21205.15,18.45,False
E00377,2024-01-01,2024-12-31,171000.0,0.05,4275.0,49.522,134.29,49.522,42.0937,101,4251.46,13563.29,9311.83,23.54,False
E00379,2024-01-01,2024-12-31,158000.0,0.05,3950.0,49.522,134.29,49.522,42.0937,93,3914.71,12488.97,8574.26,35.29,False
E00384,2024-01-01,2024-12-31,82000.0,0.1,4100.0,49.522,134.29,49.522,42.0937,97,4083.09,13026.13,8943.04,16.91,False
E00387,2024-01-01,2024-12-31,137000.0,0.1,6850.0,49.522,134.29,49.522,42.0937,162,6819.18,21754.98,14935.8,30.82,False
E00388,2024-01-01,2024-12-31,138000.0,0.05,3450.0,49.522,134.29,49.522,42.0937,81,3409.59,10877.49,7467.9,40.41,False
E00401,2024-01-01,2024-12-31,225000.0,0.05,5625.0,49.522,134.29,49.522,42.0937,133,5598.46,17860.57,12262.11,26.54,False
E00404,2024-01-01,2024-12-31,219000.0,0.05,5475.0,49.522,134.29,49.522,42.0937,130,5472.18,17457.7,11985.52,2.82,False
E00405,2024-01-01,2024-12-31,138000.0,0.15,10350.0,49.522,134.29,49.522,42.0937,245,10312.96,32901.05,22588.09,37.04,False
E00409,2024-01-01,2024-12-31,236000.0,0.15,17700.0,49.522,134.29,49.522,42.0937,84,3535.87,11280.36,7744.49,14164.13,True
E00411,2024-01-01,2024-12-31,193000.0,0.1,9650.0,49.522,134.29,49.522,42.0937,229,9639.46,30752.41,21112.95,10.54,False
E00412,2024-01-01,2024-12-31,132000.0,0.15,9900.0,49.522,134.29,49.522,42.0937,235,9892.02,31558.15,21666.13,7.98,False
E00413,2024-01-01,2024-12-31,212000.0,0.05,5300.0,49.522,134.29,49.522,42.0937,125,5261.71,16786.25,11524.54,38.29,False
E00416,2024-01-01,2024-12-31,133000.0,0.05,3325.0,49.522,134.29,49.522,42.0937,78,3283.31,10474.62,7191.31,41.69,False
E00417,2024-01-01,2024-12-31,148000.0,0.1,7400.0,49.522,134.29,49.522,42.0937,175,7366.4,23500.75,16134.35,33.6,False
E00418,2024-01-01,2024-12-31,152000.0,0.15,11400.0,49.522,134.29,49.522,42.0937,234,9849.93,31423.86,21573.93,1550.07,True
E00419,2024-01-01,2024-12-31,174000.0,0.1,8700.0,49.522,134.29,49.522,42.0937,206,8671.3,27663.74,18992.44,28.7,False
E00423,2024-01-01,2024-12-31,121000.0,0.1,6050.0,49.522,134.29,49.522,42.0937,143,6019.4,19203.47,13184.07,30.6,False
E00426,2024-01-01,2024-12-31,168000.0,0.15,12600.0,49.522,134.29,49.522,42.0937,205,8629.21,27529.45,18900.24,3970.79,True
E00427,2024-01-01,2024-12-31,143000.0,0.05,3575.0,49.522,134.29,49.522,42.0937,84,3535.87,11280.36,7744.49,39.13,False
E00432,2024-01-01,2024-12-31,138000.0,0.1,6900.0,49.522,134.29,49.522,42.0937,163,6861.27,21889.27,15028.0,38.73,False
E00443,2024-01-01,2024-12-31,313000.0,0.1,15650.0,49.522,134.29,49.522,42.0937,133,5598.46,17860.57,12262.11,10051.54,True
E00445,2024-01-01,2024-12-31,125000.0,0.15,9375.0,49.522,134.29,49.522,42.0937,222,9344.8,29812.38,20467.58,30.2,False
E00446,2024-01-01,2024-12-31,193000.0,0.1,9650.0,49.522,134.29,49.522,42.0937,229,9639.46,30752.41,21112.95,10.54,False
E00447,2024-01-01,2024-12-31,148000.0,0.1,7400.0,49.522,134.29,49.522,42.0937,175,7366.4,23500.75,16134.35,33.6,False
E00449,2024-01-01,2024-12-31,149000.0,0.15,11175.0,49.522,134.29,49.522,42.0937,239,10060.39,32095.31,22034.92,1114.61,True
E00450,2024-01-01,2024-12-31,99000.0,0.1,4950.0,49.522,134.29,49.522,42.0937,117,4924.96,15711.93,10786.97,25.04,False
E00452,2024-01-01,2024-12-31,136000.0,0.1,6800.0,49.522,134.29,49.522,42.0937,161,6777.09,21620.69,14843.6,22.91,False
E00455,2024-01-01,2024-12-31,131000.0,0.05,3275.0,49.522,134.29,49.522,42.0937,77,3241.21,10340.33,7099.12,33.79,False
E00459,2024-01-01,2024-12-31,135000.0,0.1,6750.0,49.522,134.29,49.522,42.0937,160,6734.99,21486.4,14751.41,15.01,False
E00464,2024-01-01,2024-12-31,101000.0,0.05,2525.0,49.522,134.29,49.522,42.0937,59,2483.53,7923.11,5439.58,41.47,False
E00466,2024-01-01,2024-12-31,123000.0,0.15,9225.0,49.522,134.29,49.522,42.0937,219,9218.52,29409.51,20190.99,6.48,False
E00469,2024-01-01,2024-12-31,108000.0,0.1,5400.0,49.522,134.29,49.522,42.0937,128,5387.99,17189.12,11801.13,12.01,False
E00471,2024-01-01,2024-12-31,136000.0,0.05,3400.0,49.522,134.29,49.522,42.0937,80,3367.5,10743.2,7375.7,32.5,False
E00473,2024-01-01,2024-12-31,290000.0,0.05,7250.0,49.522,134.29,49.522,42.0937,172,7240.12,23097.88,15857.76,9.88,False
E00480,2024-01-01,2024-12-31,178000.0,0.1,8900.0,49.522,134.29,49.522,42.0937,211,8881.77,28335.19,19453.42,18.23,False
E00487,2024-01-01,2024-12-31,159000.0,0.1,7950.0,49.522,134.29,49.522,42.0937,188,7913.62,25246.52,17332.9,36.38,False
E00492,2024-01-01,2024-12-31,240000.0,0.15,18000.0,49.522,134.29,49.522,42.0937,77,3241.21,10340.33,7099.12,14758.79,True
E00493,2024-01-01,2024-12-31,92000.0,0.1,4600.0,49.522,134.29,49.522,42.0937,109,4588.21,14637.61,10049.4,11.79,False
E00495,2024-01-01,2024-12-31,125000.0,0.1,6250.0,49.522,134.29,49.522,42.0937,148,6229.87,19874.92,13645.05,20.13,False
E00004,2024-01-01,2025-06-30,196000.0,0.1,9800.0,49.522,157.99,49.522,42.0937,232,9765.74,36653.68,26887.94,34.26,False
E00012,2024-01-01,2025-06-30,104000.0,0.15,7800.0,49.522,157.99,49.522,42.0937,185,7787.33,29228.15,21440.82,12.67,False
E00013,2024-01-01,2025-06-30,176000.0,0.15,13200.0,49.522,157.99,49.522,42.0937,313,13175.33,49450.87,36275.54,24.67,False
E00015,2024-01-01,2025-06-30,138000.0,0.1,6900.0,49.522,157.99,49.522,42.0937,163,6861.27,25752.37,18891.1,38.73,False
E00017,2024-01-01,2025-06-30,183000.0,0.05,4575.0,49.522,157.99,49.522,42.0937,108,4546.12,17062.92,12516.8,28.88,False
E00023,2024-01-01,2025-06-30,151000.0,0.05,3775.0,49.522,157.99,49.522,42.0937,89,3746.34,14061.11,10314.77,28.66,False
E00025,2024-01-01,2025-06-30,166000.0,0.1,8300.0,49.522,157.99,49.522,42.0937,197,8292.46,31124.03,22831.57,7.54,False
E00030,2024-01-01,2025-06-30,137000.0,0.1,6850.0,49.522,157.99,49.522,42.0937,162,6819.18,25594.38,18775.2,30.82,False
E00031,2024-01-01,2025-06-30,168000.0,0.1,8400.0,49.522,157.99,49.522,42.0937,199,8376.65,31440.01,23063.36,23.35,False
E00039,2024-01-01,2025-06-30,86000.0,0.15,6450.0,49.522,157.99,49.522,42.0937,153,6440.34,24172.47,17732.13,9.66,False
E00041,2024-01-01,2025-06-30,191000.0,0.05,4775.0,49.522,157.99,49.522,42.0937,113,4756.59,17852.87,13096.28,18.41,False
E00042,2024-01-01,2025-06-30,245000.0,0.05,6125.0,49.522,157.99,49.522,42.0937,145,6103.59,22908.55,16804.96,21.41,False
E00045,2024-01-01,2025-06-30,132000.0,0.05,3300.0,49.522,157.99,49.522,42.0937,78,3283.31,12323.22,9039.91,16.69,False
E00052,2024-01-01,2025-06-30,324000.0,0.1,16200.0,49.522,157.99,49.522,42.0937,384,16163.98,60668.16,44504.18,36.02,False
E00053,2024-01-01,2025-06-30,147000.0,0.1,7350.0,49.522,157.99,49.522,42.0937,174,7324.3,27490.26,20165.96,25.7,False
E00062,2024-01-01,2025-06-30,168000.0,0.05,4200.0,49.522,157.99,49.522,42.0937,99,4167.28,15641.01,11473.73,32.72,False
E00067,2024-01-01,2025-06-30,168000.0,0.1,8400.0,49.522,157.99,49.522,42.0937,199,8376.65,31440.01,23063.36,23.35,False
E00073,2024-01-01,2025-06-30,85000.0,0.05,2125.0,49.522,157.99,49.522,42.0937,50,2104.68,7899.5,5794.82,20.32,False
E00075,2024-01-01,2025-06-30,305000.0,0.05,7625.0,49.522,157.99,49.522,42.0937,181,7618.96,28596.19,20977.23,6.04,False
E00078,2024-01-01,2025-06-30,132000.0,0.1,6600.0,49.522,157.99,49.522,42.0937,156,6566.62,24646.44,18079.82,33.38,False
E00083,2024-01-01,2025-06-30,91000.0,0.1,4550.0,49.522,157.99,49.522,42.0937,108,4546.12,17062.92,12516.8,3.88,False
E00093,2024-01-01,2025-06-30,219000.0,0.1,10950.0,49.522,157.99,49.522,42.0937,260,10944.36,41077.4,30133.04,5.64,False
E00094,2024-01-01,2025-06-30,173000.0,0.1,8650.0,49.522,157.99,49.522,42.0937,205,8629.21,32387.95,23758.74,20.79,False
E00097,2024-01-01,2025-06-30,111000.0,0.1,5550.0,49.522,157.99,49.522,42.0937,131,5514.27,20696.69,15182.42,35.73,False
E00098,2024-01-01,2025-06-30,155000.0,0.15,11625.0,49.522,157.99,49.522,42.0937,276,11617.86,43605.24,31987.38,7.14,False
E00099,2024-01-01,2025-06-30,100000.0,0.05,2500.0,49.522,157.99,49.522,42.0937,59,2483.53,9321.41,6837.88,16.47,False
E00102,2024-01-01,2025-06-30,152000.0,0.05,3800.0,49.522,157.99,49.522,42.0937,90,3788.43,14219.1,10430.67,11.57,False
E00106,2024-01-01,2025-06-30,127000.0,0.1,6350.0,49.522,157.99,49.522,42.0937,150,6314.05,23698.5,17384.45,35.95,False
E00111,2024-01-01,2025-06-30,100000.0,0.05,2500.0,49.522,157.99,49.522,42.0937,59,2483.53,9321.41,6837.88,16.47,False
E00112,2024-01-01,2025-06-30,134000.0,0.1,6700.0,49.522,157.99,49.522,42.0937,159,6692.9,25120.41,18427.51,7.1,False
E00115,2024-01-01,2025-06-30,131000.0,0.1,6550.0,49.522,157.99,49.522,42.0937,155,6524.52,24488.45,17963.93,25.48,False
E00116,2024-01-01,2025-06-30,282000.0,0.05,7050.0,49.522,157.99,49.522,42.0937,167,7029.65,26384.33,19354.68,20.35,False
E00118,2024-01-01,2025-06-30,95000.0,0.1,4750.0,49.522,157.99,49.522,42.0937,112,4714.49,17694.88,12980.39,35.51,False
E00120,2024-01-01,2025-06-30,170000.0,0.05,4250.0,49.522,157.99,49.522,42.0937,100,4209.37,15799.0,11589.63,40.63,False
E00122,2024-01-01,2025-06-30,133000.0,0.1,6650.0,49.522,157.99,49.522,42.0937,157,6608.71,24804.43,18195.72,41.29,False
E00129,2024-01-01,2025-06-30,120000.0,0.15,9000.0,49.522,157.99,49.522,42.0937,213,8965.96,33651.87,24685.91,34.04,False
E00131,2024-01-01,2025-06-30,91000.0,0.05,2275.0,49.522,157.99,49.522,42.0937,54,2273.06,8531.46,6258.4,1.94,False
E00138,2024-01-01,2025-06-30,194000.0,0.1,9700.0,49.522,157.99,49.522,42.0937,230,9681.55,36337.7,26656.15,18.45,False
E00141,2024-01-01,2025-06-30,242000.0,0.05,6050.0,49.522,157.99,49.522,42.0937,143,6019.4,22592.57,16573.17,30.6,False
E00144,2024-01-01,2025-06-30,134000.0,0.1,6700.0,49.522,157.99,49.522,42.0937,159,6692.9,25120.41,18427.51,7.1,False
E00148,2024-01-01,2025-06-30,93000.0,0.05,2325.0,49.522,157.99,49.522,42.0937,55,2315.15,8689.45,6374.3,9.85,False
E00149,2024-01-01,2025-06-30,341000.0,0.15,25575.0,49.522,157.99,49.522,42.0937,504,21215.22,79626.96,58411.74,4359.78,True
E00151,2024-01-01,2025-06-30,128000.0,0.05,3200.0,49.522,157.99,49.522,42.0937,76,3199.12,12007.24,8808.12,0.88,False
E00152,2024-01-01,2025-06-30,115000.0,0.05,2875.0,49.522,157.99,49.522,42.0937,68,2862.37,10743.32,7880.95,12.63,False
E00155,2024-01-01,2025-06-30,129000.0,0.1,6450.0,49.522,157.99,49.522,42.0937,153,6440.34,24172.47,17732.13,9.66,False
E00158,2024-01-01,2025-06-30,146000.0,0.15,10950.0,49.522,157.99,49.522,42.0937,260,10944.36,41077.4,30133.04,5.64,False
E00161,2024-01-01,2025-06-30,116000.0,0.15,8700.0,49.522,157.99,49.522,42.0937,206,8671.3,32545.94,23874.64,28.7,False
E00165,2024-01-01,2025-06-30,194000.0,0.15,14550.0,49.522,157.99,49.522,42.0937,345,14522.33,54506.55,39984.22,27.67,False
E00168,2024-01-01,2025-06-30,183000.0,0.1,9150.0,49.522,157.99,49.522,42.0937,217,9134.33,34283.83,25149.5,15.67,False
E00170,2024-01-01,2025-06-30,95000.0,0.15,7125.0,49.522,157.99,49.522,42.0937,169,7113.84,26700.31,19586.47,11.16,False
E00171,2024-01-01,2025-06-30,162000.0,0.15,12150.0,49.522,157.99,49.522,42.0937,288,12122.99,45501.12,33378.13,27.01,False
E00177,2024-01-01,2025-06-30,363000.0,0.05,9075.0,49.522,157.99,49.522,42.0937,215,9050.15,33967.85,24917.7,24.85,False
E00179,2024-01-01,2025-06-30,128000.0,0.05,3200.0,49.522,157.99,49.522,42.0937,76,3199.12,12007.24,8808.12,0.88,False
E00180,2024-01-01,2025-06-30,238000.0,0.05,5950.0,49.522,157.99,49.522,42.0937,141,5935.21,22276.59,16341.38,14.79,False
E00185,2024-01-01,2025-06-30,100000.0,0.15,7500.0,49.522,157.99,49.522,42.0937,178,7492.68,28122.22,20629.54,7.32,False
E00188,2024-01-01,2025-06-30,82000.0,0.05,2050.0,49.522,157.99,49.522,42.0937,48,2020.5,7583.52,5563.02,29.5,False
E00191,2024-01-01,2025-06-30,117000.0,0.1,5850.0,49.522,157.99,49.522,42.0937,138,5808.93,21802.62,15993.69,41.07,False
E00197,2024-01-01,2025-06-30,103000.0,0.05,2575.0,49.522,157.99,49.522,42.0937,61,2567.72,9637.39,7069.67,7.28,False
E00203,2024-01-01,2025-06-30,131000.0,0.15,9825.0,49.522,157.99,49.522,42.0937,233,9807.83,36811.67,27003.84,17.17,False
E00205,2024-01-01,2025-06-30,74000.0,0.1,3700.0,49.522,157.99,49.522,42.0937,87,3662.15,13745.13,10082.98,37.85,False
E00206,2024-01-01,2025-06-30,94000.0,0.05,2350.0,49.522,157.99,49.522,42.0937,55,2315.15,8689.45,6374.3,34.85,False
E00210,2024-01-01,2025-06-30,221000.0,0.1,11050.0,49.522,157.99,49.522,42.0937,262,11028.55,41393.38,30364.83,21.45,False
E00213,2024-01-01,2025-06-30,176000.0,0.1,8800.0,49.522,157.99,49.522,42.0937,209,8797.58,33019.91,24222.33,2.42,False
E00214,2024-01-01,2025-06-30,90000.0,0.15,6750.0,49.522,157.99,49.522,42.0937,160,6734.99,25278.4,18543.41,15.01,False
E00217,2024-01-01,2025-06-30,187000.0,0.1,9350.0,49.522,157.99,49.522,42.0937,222,9344.8,35073.78,25728.98,5.2,False
E00219,2024-01-01,2025-06-30,128000.0,0.1,6400.0,49.522,157.99,49.522,42.0937,152,6398.24,24014.48,17616.24,1.76,False
E00231,2024-01-01,2025-06-30,252000.0,0.1,12600.0,49.522,157.99,49.522,42.0937,299,12586.02,47239.01,34652.99,13.98,False
E00233,2024-01-01,2025-06-30,135000.0,0.15,10125.0,49.522,157.99,49.522,42.0937,240,10102.49,37917.6,27815.11,22.51,False
E00234,2024-01-01,2025-06-30,347000.0,0.1,17350.0,49.522,157.99,49.522,42.0937,412,17342.6,65091.88,47749.28,7.4,False
E00236,2024-01-01,2025-06-30,120000.0,0.15,9000.0,49.522,157.99,49.522,42.0937,213,8965.96,33651.87,24685.91,34.04,False
E00239,2024-01-01,2025-06-30,154000.0,0.1,7700.0,49.522,157.99,49.522,42.0937,182,7661.05,28754.18,21093.13,38.95,False
E00240,2024-01-01,2025-06-30,122000.0,0.15,9150.0,49.522,157.99,49.522,42.0937,217,9134.33,34283.83,25149.5,15.67,False
E00248,2024-01-01,2025-06-30,162000.0,0.1,8100.0,49.522,157.99,49.522,42.0937,192,8081.99,30334.08,22252.09,18.01,False
E00254,2024-01-01,2025-06-30,115000.0,0.1,5750.0,49.522,157.99,49.522,42.0937,136,5724.74,21486.64,15761.9,25.26,False
E00264,2024-01-01,2025-06-30,164000.0,0.15,12300.0,49.522,157.99,49.522,42.0937,292,12291.36,46133.08,33841.72,8.64,False
E00268,2024-01-01,2025-06-30,136000.0,0.05,3400.0,49.522,157.99,49.522,42.0937,80,3367.5,12639.2,9271.7,32.5,False
E00271,2024-01-01,2025-06-30,87000.0,0.15,6525.0,49.522,157.99,49.522,42.0937,155,6524.52,24488.45,17963.93,0.48,False
E00272,2024-01-01,2025-06-30,99000.0,0.1,4950.0,49.522,157.99,49.522,42.0937,117,4924.96,18484.83,13559.87,25.04,False
E00274,2024-01-01,2025-06-30,225000.0,0.05,5625.0,49.522,157.99,49.522,42.0937,133,5598.46,21012.67,15414.21,26.54,False
E00278,2024-01-01,2025-06-30,114000.0,0.1,5700.0,49.522,157.99,49.522,42.0937,135,5682.65,21328.65,15646.0,17.35,False
E00281,2024-01-01,2025-06-30,138000.0,0.05,3450.0,49.522,157.99,49.522,42.0937,81,3409.59,12797.19,9387.6,40.41,False
E00284,2024-01-01,2025-06-30,185000.0,0.1,9250.0,49.522,157.99,49.522,42.0937,219,9218.52,34599.81,25381.29,31.48,False
E00285,2024-01-01,2025-06-30,153000.0,0.05,3825.0,49.522,157.99,49.522,42.0937,90,3788.43,14219.1,10430.67,36.57,False
E00287,2024-01-01,2025-06-30,134000.0,0.15,10050.0,49.522,157.99,49.522,42.0937,238,10018.3,37601.62,27583.32,31.7,False
E00288,2024-01-01,2025-06-30,302000.0,0.05,7550.0,49.522,157.99,49.522,42.0937,179,7534.77,28280.21,20745.44,15.23,False
E00296,2024-01-01,2025-06-30,97000.0,0.05,2425.0,49.522,157.99,49.522,42.0937,57,2399.34,9005.43,6606.09,25.66,False
E00298,2024-01-01,2025-06-30,124000.0,0.1,6200.0,49.522,157.99,49.522,42.0937,147,6187.77,23224.53,17036.76,12.23,False
E00299,2024-01-01,2025-06-30,142000.0,0.05,3550.0,49.522,157.99,49.522,42.0937,84,3535.87,13271.16,9735.29,14.13,False
E00301,2024-01-01,2025-06-30,117000.0,0.1,5850.0,49.522,157.99,49.522,42.0937,138,5808.93,21802.62,15993.69,41.07,False
E00308,2024-01-01,2025-06-30,205000.0,0.05,5125.0,49.522,157.99,49.522,42.0937,121,5093.34,19116.79,14023.45,31.66,False
E00309,2024-01-01,2025-06-30,139000.0,0.05,3475.0,49.522,157.99,49.522,42.0937,82,3451.68,12955.18,9503.5,23.32,False
E00320,2024-01-01,2025-06-30,260000.0,0.05,6500.0,49.522,157.99,49.522,42.0937,154,6482.43,24330.46,17848.03,17.57,False
E00323,2024-01-01,2025-06-30,150000.0,0.1,7500.0,49.522,157.99,49.522,42.0937,178,7492.68,28122.22,20629.54,7.32,False
E00326,2024-01-01,2025-06-30,191000.0,0.15,14325.0,49.522,157.99,49.522,42.0937,340,14311.86,53716.6,39404.74,13.14,False
E00329,2024-01-01,2025-06-30,152000.0,0.05,3800.0,49.522,157.99,49.522,42.0937,90,3788.43,14219.1,10430.67,11.57,False
E00331,2024-01-01,2025-06-30,114000.0,0.05,2850.0,49.522,157.99,49.522,42.0937,67,2820.28,10585.33,7765.05,29.72,False
E00335,2024-01-01,2025-06-30,176000.0,0.1,8800.0,49.522,157.99,49.522,42.0937,209,8797.58,33019.91,24222.33,2.42,False
E00336,2024-01-01,2025-06-30,199000.0,0.15,14925.0,49.522,157.99,49.522,42.0937,354,14901.17,55928.46,41027.29,23.83,False
E00338,2024-01-01,2025-06-30,311000.0,0.15,23325.0,49.522,157.99,49.522,42.0937,504,21215.22,79626.96,58411.74,2109.78,True
E00339,2024-01-01,2025-06-30,149000.0,0.15,11175.0,49.522,157.99,49.522,42.0937,265,11154.83,41867.35,30712.52,20.17,False
E00347,2024-01-01,2025-06-30,121000.0,0.05,3025.0,49.522,157.99,49.522,42.0937,71,2988.65,11217.29,8228.64,36.35,False
E00352,2024-01-01,2025-06-30,194000.0,0.1,9700.0,49.522,157.99,49.522,42.0937,230,9681.55,36337.7,26656.15,18.45,False
E00353,2024-01-01,2025-06-30,89000.0,0.05,2225.0,49.522,157.99,49.522,42.0937,52,2188.87,8215.48,6026.61,36.13,False
E00361,2024-01-01,2025-06-30,172000.0,0.15,12900.0,49.522,157.99,49.522,42.0937,306,12880.67,48344.94,35464.27,19.33,False
E00365,2024-01-01,2025-06-30,94000.0,0.1,4700.0,49.522,157.99,49.522,42.0937,111,4672.4,17536.89,12864.49,27.6,False
E00367,2024-01-01,2025-06-30,119000.0,0.1,5950.0,49.522,157.99,49.522,42.0937,141,5935.21,22276.59,16341.38,14.79,False
E00368,2024-01-01,2025-06-30,159000.0,0.05,3975.0,49.522,157.99,49.522,42.0937,94,3956.81,14851.06,10894.25,18.19,False
E00369,2024-01-01,2025-06-30,236000.0,0.15,17700.0,49.522,157.99,49.522,42.0937,420,17679.35,66355.8,48676.45,20.65,False
E00370,2024-01-01,2025-06-30,144000.0,0.15,10800.0,49.522,157.99,49.522,42.0937,256,10775.99,40445.44,29669.45,24.01,False
E00374,2024-01-01,2025-06-30,194000.0,0.1,9700.0,49.522,157.99,49.522,42.0937,230,9681.55,36337.7,26656.15,18.45,False
E00377,2024-01-01,2025-06-30,171000.0,0.05,4275.0,49.522,157.99,49.522,42.0937,101,4251.46,15956.99,11705.53,23.54,False
E00379,2024-01-01,2025-06-30,158000.0,0.05,3950.0,49.522,157.99,49.522,42.0937,93,3914.71,14693.07,10778.36,35.29,False
E00384,2024-01-01,2025-06-30,82000.0,0.1,4100.0,49.522,157.99,49.522,42.0937,97,4083.09,15325.03,11241.94,16.91,False
E00387,2024-01-01,2025-06-30,137000.0,0.1,6850.0,49.522,157.99,49.522,42.0937,162,6819.18,25594.38,18775.2,30.82,False
E00388,2024-01-01,2025-06-30,138000.0,0.05,3450.0,49.522,157.99,49.522,42.0937,81,3409.59,12797.19,9387.6,40.41,False
E00401,2024-01-01,2025-06-30,225000.0,0.05,5625.0,49.522,157.99,49.522,42.0937,133,5598.46,21012.67,15414.21,26.54,False
E00404,2024-01-01,2025-06-30,219000.0,0.05,5475.0,49.522,157.99,49.522,42.0937,130,5472.18,20538.7,15066.52,2.82,False
